o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
2515,584,P,8434.5,1995-09-14,4-NOT SPECIFIED,Clerk#000000227,0,express blithely pending
2516,845,F,8131.1,1998-10-25,1-URGENT,Clerk#000000197,1,furiously carefully quickly express special furiously
2517,411,F,3679.16,1993-01-15,5-LOW,Clerk#000000655,0,unusual slyly slyly
2518,706,P,7133.72,1997-04-10,4-NOT SPECIFIED,Clerk#000000880,0,furiously blithely slyly silent unusual
2519,484,O,9294.93,1997-12-17,3-MEDIUM,Clerk#000000050,1,unusual final special regular
2520,193,O,9038.84,1994-08-07,3-MEDIUM,Clerk#000000365,1,furiously furiously carefully slyly
2521,988,P,12018.2,1998-08-15,3-MEDIUM,Clerk#000000013,0,special silent quickly special quickly silent silent
2522,240,F,12104.75,1994-03-27,3-MEDIUM,Clerk#000000994,0,carefully pending regular
2523,284,F,11268.15,1993-06-08,4-NOT SPECIFIED,Clerk#000000199,0,unusual silent furiously silent slyly regular final
2524,935,O,4684.39,1996-07-03,3-MEDIUM,Clerk#000000310,1,regular carefully blithely
2525,995,F,6422.36,1993-06-13,3-MEDIUM,Clerk#000000637,0,express furiously blithely
2526,348,P,5346.71,1997-10-07,2-HIGH,Clerk#000000819,1,pending regular unusual slyly final
2527,252,P,3631.81,1996-01-10,4-NOT SPECIFIED,Clerk#000000939,0,slyly silent special special blithely
2528,73,P,12778.33,1997-09-09,5-LOW,Clerk#000000544,0,silent special unusual express regular regular slyly
2529,810,P,6567.51,1998-10-07,5-LOW,Clerk#000000954,0,pending silent furiously unusual final special final silent
2530,294,O,4069.65,1995-06-18,5-LOW,Clerk#000000400,0,silent carefully express unusual regular quickly pending
2531,481,F,7826.72,1998-04-05,3-MEDIUM,Clerk#000000064,0,slyly express pending regular unusual regular
2532,322,P,12052.02,1994-01-24,1-URGENT,Clerk#000000593,0,silent slyly final final special unusual
2533,933,F,1950.53,1995-01-31,2-HIGH,Clerk#000000931,1,quickly special unusual final unusual
2534,550,P,6936.48,1995-03-09,5-LOW,Clerk#000000019,1,unusual special blithely
2535,24,O,12942.43,1998-12-28,5-LOW,Clerk#000000652,0,final quickly pending blithely slyly carefully
2536,730,O,9145.26,1998-08-13,2-HIGH,Clerk#000000558,1,quickly carefully regular
2537,742,F,6747.53,1995-08-07,1-URGENT,Clerk#000000859,0,special final express pending pending special quickly final
2538,119,F,5277.23,1995-03-01,5-LOW,Clerk#000000867,0,carefully blithely silent final
2539,847,F,4882.02,1997-07-18,3-MEDIUM,Clerk#000000530,0,express slyly furiously
2540,612,P,7669.34,1998-01-23,3-MEDIUM,Clerk#000000238,0,unusual silent regular regular
2541,420,O,11154.91,1993-03-04,5-LOW,Clerk#000000376,1,final regular furiously express regular special
2542,5,P,5497.34,1997-08-24,5-LOW,Clerk#000000289,0,final carefully quickly unusual furiously blithely quickly final
2543,949,P,9382.11,1996-04-13,2-HIGH,Clerk#000000607,0,final carefully carefully final quickly
2544,161,F,5818.76,1995-02-17,4-NOT SPECIFIED,Clerk#000000220,1,special special carefully
2545,855,F,2907.65,1996-09-01,1-URGENT,Clerk#000000248,1,express furiously blithely
2546,79,F,8768.73,1996-12-28,5-LOW,Clerk#000000995,0,special slyly blithely final special special
2547,720,O,9352.98,1998-03-09,3-MEDIUM,Clerk#000000298,1,furiously silent blithely special
2548,56,P,3942.54,1998-12-29,1-URGENT,Clerk#000000298,0,unusual carefully slyly
2549,235,O,7167.07,1995-01-08,4-NOT SPECIFIED,Clerk#000000273,1,silent pending pending unusual
2550,804,O,7322.41,1995-03-29,1-URGENT,Clerk#000000208,1,furiously blithely quickly special furiously
2551,516,F,8004.63,1996-04-01,3-MEDIUM,Clerk#000000061,0,furiously slyly special pending pending
2552,260,F,9696.42,1995-06-01,2-HIGH,Clerk#000000391,0,express blithely regular carefully quickly
2553,184,O,9707.63,1997-11-03,3-MEDIUM,Clerk#000000861,1,quickly express blithely final quickly final furiously slyly
2554,433,O,6927.47,1998-04-06,2-HIGH,Clerk#000000370,0,unusual pending silent final slyly silent
2555,121,F,7352.36,1997-04-15,1-URGENT,Clerk#000000881,0,unusual blithely final pending express express furiously unusual
2556,722,O,11007.9,1995-04-07,3-MEDIUM,Clerk#000000830,1,special blithely furiously blithely quickly
2557,796,F,7165.37,1993-11-14,3-MEDIUM,Clerk#000000019,1,quickly blithely final quickly
2558,841,F,6352.12,1994-02-01,5-LOW,Clerk#000000775,0,quickly carefully blithely pending pending
2559,568,F,7475.84,1997-12-05,2-HIGH,Clerk#000000290,0,carefully pending regular
2560,340,F,9262.28,1996-12-16,4-NOT SPECIFIED,Clerk#000000012,0,carefully final unusual slyly express pending pending pending
2561,766,O,10663.94,1996-05-26,4-NOT SPECIFIED,Clerk#000000894,1,quickly quickly final express silent carefully carefully slyly
2562,536,P,8480.31,1996-04-11,4-NOT SPECIFIED,Clerk#000000631,1,regular silent special furiously
2563,894,P,6872.64,1997-12-20,2-HIGH,Clerk#000000458,0,regular final special express
2564,354,F,8004.16,1997-10-05,3-MEDIUM,Clerk#000000198,0,furiously quickly pending unusual pending special
2565,40,F,7429.11,1997-03-17,4-NOT SPECIFIED,Clerk#000000149,1,regular final blithely quickly carefully
2566,358,F,8006.64,1998-08-03,3-MEDIUM,Clerk#000000629,0,final pending silent
2567,232,P,5961.96,1998-03-18,1-URGENT,Clerk#000000869,1,blithely carefully carefully carefully silent furiously
2568,754,F,9296.37,1996-04-19,5-LOW,Clerk#000000302,1,slyly quickly slyly slyly pending slyly express regular
2569,118,P,5342.06,1997-04-14,3-MEDIUM,Clerk#000000111,1,carefully final unusual unusual special special silent
2570,415,P,6138.59,1993-02-04,3-MEDIUM,Clerk#000000666,1,blithely blithely special blithely unusual
2571,876,P,5592.53,1996-11-02,5-LOW,Clerk#000000734,0,express unusual special pending quickly
2572,707,O,4307.85,1998-04-27,1-URGENT,Clerk#000000419,0,furiously silent carefully pending blithely unusual regular
2573,105,F,5543.08,1998-09-02,5-LOW,Clerk#000000953,0,furiously quickly express
2574,738,O,9074.9,1994-01-05,5-LOW,Clerk#000000633,1,express special special quickly special regular
2575,42,O,7876.9,1994-07-31,3-MEDIUM,Clerk#000000997,0,express special express silent
2576,340,O,7744.09,1995-06-15,4-NOT SPECIFIED,Clerk#000000269,0,special slyly slyly furiously furiously pending silent
2577,464,F,7954.19,1997-02-04,3-MEDIUM,Clerk#000000485,1,unusual silent blithely silent
2578,548,F,10826.02,1997-04-22,2-HIGH,Clerk#000000733,1,carefully special regular express express
2579,319,O,10039.32,1998-01-23,2-HIGH,Clerk#000000591,1,carefully regular carefully silent slyly blithely
2580,629,F,5120.1,1994-04-03,5-LOW,Clerk#000000064,1,blithely furiously furiously unusual
2581,952,F,6162.05,1998-11-23,1-URGENT,Clerk#000000868,0,pending express quickly
2582,543,P,7112.49,1998-05-16,4-NOT SPECIFIED,Clerk#000000953,1,slyly unusual final express express
2583,380,O,6675.07,1996-11-23,4-NOT SPECIFIED,Clerk#000000244,1,express slyly special silent quickly
2584,824,F,9190.66,1997-10-12,2-HIGH,Clerk#000000819,0,regular special express carefully unusual express blithely
2585,822,O,9771.17,1998-02-19,5-LOW,Clerk#000000087,1,special final unusual final silent unusual blithely pending
2586,272,O,7536.5,1998-05-15,1-URGENT,Clerk#000000001,0,slyly special quickly final
2587,944,P,6688.73,1995-12-31,1-URGENT,Clerk#000000937,0,furiously carefully furiously
2588,743,P,7952.59,1995-09-01,3-MEDIUM,Clerk#000000863,0,slyly express silent
2589,474,F,4896.47,1994-04-28,1-URGENT,Clerk#000000563,0,blithely express pending unusual special
2590,742,P,5651.85,1994-03-31,1-URGENT,Clerk#000000631,1,furiously special final quickly special blithely silent special
2591,73,P,6635.47,1996-02-27,1-URGENT,Clerk#000000910,1,silent slyly blithely quickly special
2592,362,P,10784.06,1998-11-24,2-HIGH,Clerk#000000474,0,express furiously furiously final quickly carefully express slyly
2593,522,O,4928.5,1997-10-25,2-HIGH,Clerk#000000868,1,quickly slyly blithely carefully express special unusual express
2594,818,P,11147.16,1998-09-25,4-NOT SPECIFIED,Clerk#000000482,1,special final regular slyly blithely slyly
2595,787,P,9837.15,1995-09-09,2-HIGH,Clerk#000000719,1,final special furiously regular final slyly carefully
2596,37,P,8943.29,1993-12-29,3-MEDIUM,Clerk#000000897,1,unusual special blithely unusual final furiously unusual pending
2597,77,P,2712.51,1993-09-11,3-MEDIUM,Clerk#000000307,1,quickly special quickly blithely
2598,425,O,10049.65,1995-01-04,5-LOW,Clerk#000000974,1,silent pending slyly regular special furiously
2599,759,O,8421.79,1996-05-09,1-URGENT,Clerk#000000544,0,pending blithely blithely express express regular
2600,796,O,9559.1,1995-05-09,4-NOT SPECIFIED,Clerk#000000932,1,carefully express slyly special quickly carefully furiously regular
2601,884,P,11866.08,1993-02-13,3-MEDIUM,Clerk#000000781,1,unusual quickly furiously express carefully silent
2602,390,F,8395.07,1994-08-10,4-NOT SPECIFIED,Clerk#000000851,1,carefully final special pending unusual
2603,435,P,8602.31,1993-08-28,2-HIGH,Clerk#000000283,1,quickly special furiously carefully unusual quickly pending
2604,654,O,4361.51,1998-06-13,4-NOT SPECIFIED,Clerk#000000899,0,express pending special
2605,799,P,4280.5,1996-02-07,3-MEDIUM,Clerk#000000908,1,special carefully slyly
2606,654,P,7731.07,1996-02-20,5-LOW,Clerk#000000142,1,slyly furiously quickly blithely blithely blithely blithely blithely
2607,749,F,9262.05,1998-05-06,3-MEDIUM,Clerk#000000347,1,express furiously final pending pending unusual unusual slyly
2608,426,P,10024.81,1997-05-03,4-NOT SPECIFIED,Clerk#000000394,0,special quickly silent
2609,980,P,11470.15,1998-08-10,4-NOT SPECIFIED,Clerk#000000524,0,furiously special carefully furiously
2610,290,P,10281.49,1997-02-13,2-HIGH,Clerk#000000797,1,regular slyly regular quickly furiously regular
2611,315,F,4107.3,1994-06-03,4-NOT SPECIFIED,Clerk#000000522,0,silent carefully express pending special silent pending
2612,396,F,4228.59,1997-10-04,5-LOW,Clerk#000000824,1,express pending furiously special
2613,78,P,5233.57,1995-05-24,3-MEDIUM,Clerk#000000762,1,silent quickly furiously final blithely silent blithely carefully
2614,105,O,10090.49,1997-07-16,4-NOT SPECIFIED,Clerk#000000675,1,pending silent express
2615,332,P,4282.92,1995-01-06,3-MEDIUM,Clerk#000000261,1,unusual carefully silent carefully
2616,909,P,8119.62,1994-02-25,1-URGENT,Clerk#000000696,0,slyly quickly special regular express quickly slyly
2617,464,O,7763.17,1997-09-16,2-HIGH,Clerk#000000219,0,special express slyly final special final pending furiously
2618,242,F,12247.4,1995-07-26,4-NOT SPECIFIED,Clerk#000000330,1,slyly blithely final silent carefully furiously pending
2619,244,O,3682.86,1993-04-22,4-NOT SPECIFIED,Clerk#000000397,0,final regular special
2620,692,P,6441.58,1995-11-18,5-LOW,Clerk#000000533,1,regular silent slyly express blithely special carefully
2621,273,O,6602.87,1993-10-31,1-URGENT,Clerk#000000899,0,furiously slyly pending regular special
2622,802,O,5760.4,1996-04-20,3-MEDIUM,Clerk#000000435,0,silent pending unusual slyly express
2623,785,F,7677.73,1995-09-02,2-HIGH,Clerk#000000482,1,special final slyly
2624,641,F,6669.96,1996-06-22,3-MEDIUM,Clerk#000000495,1,final pending silent carefully
2625,205,F,7134.87,1997-11-07,4-NOT SPECIFIED,Clerk#000000239,1,blithely final final pending blithely
2626,878,O,11174.09,1998-08-22,1-URGENT,Clerk#000000110,1,slyly furiously carefully
2627,793,F,3987.08,1997-08-03,4-NOT SPECIFIED,Clerk#000000472,0,furiously regular carefully unusual furiously quickly pending carefully
2628,124,O,11274.12,1995-10-25,3-MEDIUM,Clerk#000000382,0,quickly regular unusual
2629,162,O,4463.18,1995-05-05,1-URGENT,Clerk#000000850,1,express express quickly special express unusual slyly blithely
2630,204,P,8064.6,1996-12-22,5-LOW,Clerk#000000731,0,final quickly silent special
2631,939,F,4841.67,1993-04-16,1-URGENT,Clerk#000000705,1,unusual silent blithely regular quickly quickly
2632,673,P,5023.45,1998-11-30,2-HIGH,Clerk#000000582,1,quickly furiously silent special blithely
2633,676,P,6883.26,1994-09-17,1-URGENT,Clerk#000000761,1,express express express slyly slyly unusual silent furiously
2634,175,F,9393.4,1997-09-15,4-NOT SPECIFIED,Clerk#000000844,0,silent express furiously quickly
2635,748,P,7563.77,1997-03-16,2-HIGH,Clerk#000000573,0,regular silent regular
2636,422,P,11284.95,1994-01-04,2-HIGH,Clerk#000000921,1,quickly regular carefully slyly furiously blithely special regular
2637,916,F,5159.32,1998-03-05,4-NOT SPECIFIED,Clerk#000000798,1,furiously unusual express special furiously unusual
2638,903,P,8853.74,1993-04-15,3-MEDIUM,Clerk#000000398,0,express express quickly special silent
2639,690,F,12294.63,1995-02-04,2-HIGH,Clerk#000000881,1,quickly unusual furiously furiously
2640,293,P,6190.61,1993-10-23,5-LOW,Clerk#000000212,0,quickly unusual final unusual blithely pending
2641,406,O,3612.11,1996-01-21,5-LOW,Clerk#000000661,1,carefully express special
2642,365,O,10640.47,1995-12-06,3-MEDIUM,Clerk#000000376,0,carefully quickly furiously final special silent
2643,73,O,5536.87,1998-05-04,3-MEDIUM,Clerk#000000956,0,unusual furiously quickly pending slyly regular
2644,272,O,10295.98,1994-05-03,5-LOW,Clerk#000000203,1,slyly regular unusual furiously
2645,326,O,10318.56,1998-05-10,4-NOT SPECIFIED,Clerk#000000914,0,express slyly special silent furiously
2646,271,F,2732.02,1998-01-01,4-NOT SPECIFIED,Clerk#000000025,0,pending carefully blithely furiously quickly furiously final
2647,273,P,6580.57,1994-04-27,1-URGENT,Clerk#000000316,1,special pending final express slyly furiously special
2648,37,F,8630.76,1997-05-20,1-URGENT,Clerk#000000772,0,blithely carefully furiously express
2649,685,F,8441.52,1995-05-20,3-MEDIUM,Clerk#000000966,1,furiously furiously final furiously pending
2650,345,P,7774.5,1998-04-21,4-NOT SPECIFIED,Clerk#000000715,0,carefully silent slyly unusual unusual silent
2651,474,P,6795.48,1998-06-03,4-NOT SPECIFIED,Clerk#000000764,1,carefully unusual quickly furiously blithely slyly
2652,68,O,4684.12,1993-06-25,3-MEDIUM,Clerk#000000706,0,quickly regular blithely unusual final
2653,605,O,7020.02,1996-09-18,2-HIGH,Clerk#000000316,0,final regular silent blithely unusual
2654,325,O,6520.82,1998-01-26,4-NOT SPECIFIED,Clerk#000000562,0,carefully special final regular
2655,687,O,6081.53,1994-02-19,3-MEDIUM,Clerk#000000878,0,final regular furiously slyly quickly silent special pending
2656,80,P,7882.36,1993-01-04,5-LOW,Clerk#000000440,1,special final final quickly express special slyly express
2657,458,F,11225.67,1994-09-14,4-NOT SPECIFIED,Clerk#000000877,1,special slyly slyly furiously special regular
2658,150,P,6462.86,1997-09-21,2-HIGH,Clerk#000000118,1,unusual carefully final pending express
2659,766,O,6768.42,1997-10-14,4-NOT SPECIFIED,Clerk#000000145,0,quickly blithely carefully
2660,362,O,12267.73,1993-10-25,1-URGENT,Clerk#000000612,0,regular express special silent furiously final special final
2661,8,P,10650.35,1994-08-13,1-URGENT,Clerk#000000323,0,final pending furiously
2662,236,F,6098.97,1996-05-17,3-MEDIUM,Clerk#000000327,1,slyly quickly final pending furiously
2663,968,O,11192.59,1998-06-29,5-LOW,Clerk#000000230,1,pending quickly silent regular unusual slyly slyly regular
2664,551,O,8541.83,1995-03-12,3-MEDIUM,Clerk#000000676,0,unusual pending blithely quickly express unusual
2665,601,F,7583.58,1997-12-22,4-NOT SPECIFIED,Clerk#000000711,0,slyly furiously slyly
2666,559,P,10911.47,1995-06-22,1-URGENT,Clerk#000000576,0,slyly regular regular unusual slyly
2667,393,O,3596.87,1998-08-26,5-LOW,Clerk#000000187,0,blithely carefully carefully carefully unusual express
2668,240,P,6087.38,1997-08-06,3-MEDIUM,Clerk#000000221,0,slyly unusual pending blithely carefully
2669,450,P,9734.12,1997-04-02,2-HIGH,Clerk#000000323,1,regular special silent special
2670,432,O,13045.41,1998-06-12,4-NOT SPECIFIED,Clerk#000000476,0,special furiously special
2671,969,F,5322.21,1997-01-26,4-NOT SPECIFIED,Clerk#000000149,0,special furiously furiously regular
2672,58,P,5372.62,1995-07-22,5-LOW,Clerk#000000041,1,unusual blithely silent slyly slyly unusual furiously
2673,865,F,2752.09,1998-02-02,4-NOT SPECIFIED,Clerk#000000735,1,unusual silent pending express slyly final blithely express
2674,828,O,7798.14,1995-10-05,4-NOT SPECIFIED,Clerk#000000751,0,regular pending special pending
2675,986,O,5579.95,1995-11-04,1-URGENT,Clerk#000000575,1,unusual pending silent slyly quickly final final blithely
2676,671,P,10247.36,1994-10-09,3-MEDIUM,Clerk#000000156,1,slyly furiously unusual final quickly unusual final special
2677,369,F,11152.98,1998-05-23,1-URGENT,Clerk#000000109,1,carefully pending furiously special pending
2678,345,F,11934.25,1994-11-08,1-URGENT,Clerk#000000908,1,slyly unusual unusual slyly carefully unusual
2679,404,F,8766.27,1996-06-12,1-URGENT,Clerk#000000883,1,carefully unusual blithely unusual
2680,450,F,6156.26,1998-08-28,4-NOT SPECIFIED,Clerk#000000501,1,unusual silent final special silent final slyly special
2681,422,P,9969.58,1995-01-11,1-URGENT,Clerk#000000060,1,furiously final pending quickly
2682,866,P,8217.29,1998-04-03,3-MEDIUM,Clerk#000000004,0,carefully final quickly regular
2683,945,P,9002.93,1997-02-26,4-NOT SPECIFIED,Clerk#000000977,0,final carefully final regular silent express slyly unusual
2684,22,P,10060.02,1996-06-01,3-MEDIUM,Clerk#000000750,0,blithely carefully furiously express
2685,627,F,11126.9,1996-11-24,4-NOT SPECIFIED,Clerk#000000057,1,silent blithely express regular slyly quickly blithely silent
2686,975,O,5578.51,1996-11-18,5-LOW,Clerk#000000210,0,special blithely pending unusual special
2687,59,P,11060.75,1998-06-06,2-HIGH,Clerk#000000251,0,blithely carefully carefully express quickly
2688,709,F,8333.93,1997-12-12,4-NOT SPECIFIED,Clerk#000000154,1,regular silent pending carefully final pending regular unusual
2689,321,P,6651.23,1998-07-07,5-LOW,Clerk#000000745,0,slyly carefully final slyly pending blithely
2690,652,O,4460.38,1996-07-02,2-HIGH,Clerk#000000300,1,quickly final pending express pending unusual
2691,537,O,10649.36,1998-09-18,4-NOT SPECIFIED,Clerk#000000980,0,quickly blithely slyly carefully unusual
2692,513,F,5774.63,1996-02-03,1-URGENT,Clerk#000000788,0,pending blithely silent quickly express special special unusual
2693,778,O,10891.56,1996-10-13,1-URGENT,Clerk#000000598,1,special quickly pending furiously
2694,77,F,8642.13,1994-01-30,2-HIGH,Clerk#000000253,1,final final express regular carefully express carefully
2695,652,O,6895.35,1998-06-26,1-URGENT,Clerk#000000522,0,furiously silent express
2696,942,O,8121.05,1993-11-02,3-MEDIUM,Clerk#000000788,1,special final special carefully
2697,717,F,10207.96,1993-01-24,5-LOW,Clerk#000000208,0,silent quickly special unusual carefully express
2698,768,O,10124.3,1998-08-26,2-HIGH,Clerk#000000772,1,quickly quickly quickly unusual special express pending
2699,619,F,6561.21,1996-04-09,1-URGENT,Clerk#000000469,1,furiously express final quickly express silent quickly quickly
2700,219,P,10832.52,1997-08-27,1-URGENT,Clerk#000000443,1,regular blithely special furiously
2701,834,F,6589.23,1998-01-18,3-MEDIUM,Clerk#000000986,1,slyly silent silent quickly quickly regular
2702,416,P,12062.24,1995-06-07,3-MEDIUM,Clerk#000000907,1,pending slyly pending
2703,67,O,8336.3,1996-09-05,2-HIGH,Clerk#000000673,0,express pending slyly unusual express blithely silent carefully
2704,870,F,12066.14,1994-01-06,3-MEDIUM,Clerk#000000019,0,slyly carefully silent blithely
2705,901,P,8264.21,1994-07-02,5-LOW,Clerk#000000052,0,silent silent furiously pending quickly quickly quickly unusual
2706,484,O,5792.3,1995-08-15,1-URGENT,Clerk#000000447,0,final slyly slyly furiously pending
2707,935,P,8979.75,1995-07-18,1-URGENT,Clerk#000000062,0,furiously express express silent special unusual regular
2708,629,P,8858.3,1993-12-06,1-URGENT,Clerk#000000853,0,blithely furiously silent express
2709,219,F,4997.03,1995-05-02,3-MEDIUM,Clerk#000000558,1,pending blithely express unusual
2710,944,O,6613.62,1995-09-14,4-NOT SPECIFIED,Clerk#000000782,1,express silent blithely final express
2711,170,O,10046.6,1993-08-23,4-NOT SPECIFIED,Clerk#000000146,1,furiously final silent slyly blithely pending special quickly
2712,195,F,4875.43,1995-05-23,1-URGENT,Clerk#000000831,0,pending quickly furiously quickly regular pending special
2713,147,O,8338.76,1993-12-18,1-URGENT,Clerk#000000273,1,silent express pending unusual
2714,586,P,8616.43,1997-12-20,5-LOW,Clerk#000000937,0,pending slyly final silent
2715,102,F,5802.14,1997-06-04,4-NOT SPECIFIED,Clerk#000000060,0,quickly carefully slyly slyly special
2716,176,O,6043.82,1997-08-30,4-NOT SPECIFIED,Clerk#000000649,1,furiously final pending final special carefully
2717,188,F,7875.32,1998-07-29,4-NOT SPECIFIED,Clerk#000000205,1,special regular furiously unusual special carefully quickly silent
2718,68,O,9072.9,1993-02-01,4-NOT SPECIFIED,Clerk#000000556,1,blithely carefully quickly
2719,741,F,11162.39,1998-07-26,3-MEDIUM,Clerk#000000501,1,express regular regular regular
2720,840,P,8353.39,1997-01-05,3-MEDIUM,Clerk#000000497,1,special silent furiously slyly special unusual
2721,33,O,4283.57,1993-01-19,5-LOW,Clerk#000000744,1,furiously express blithely furiously regular express
2722,323,O,4641.79,1998-06-07,1-URGENT,Clerk#000000497,0,silent blithely pending
2723,394,F,8554.96,1996-10-26,4-NOT SPECIFIED,Clerk#000000062,1,silent express regular furiously regular express
2724,150,O,5780.0,1995-07-09,1-URGENT,Clerk#000000491,0,pending pending final carefully furiously silent special
2725,332,P,7332.13,1996-05-07,3-MEDIUM,Clerk#000000144,1,pending blithely pending furiously express pending quickly
2726,193,F,9706.48,1997-03-23,5-LOW,Clerk#000000558,0,carefully silent express
2727,673,P,5867.75,1995-02-26,5-LOW,Clerk#000000058,0,special pending final quickly
2728,318,P,7379.75,1994-10-29,4-NOT SPECIFIED,Clerk#000000374,0,regular carefully silent final blithely furiously quickly blithely
2729,290,O,9132.34,1996-09-20,4-NOT SPECIFIED,Clerk#000000253,0,final pending silent final pending
2730,365,P,8279.66,1997-02-25,5-LOW,Clerk#000000559,0,silent regular quickly unusual quickly slyly final
2731,907,O,8054.2,1995-07-25,4-NOT SPECIFIED,Clerk#000000464,0,express slyly final unusual regular
2732,396,O,11645.05,1997-07-23,4-NOT SPECIFIED,Clerk#000000127,0,express final special
2733,229,F,9254.64,1998-08-27,2-HIGH,Clerk#000000169,1,unusual express special blithely furiously carefully
2734,982,F,3352.81,1997-01-07,5-LOW,Clerk#000000688,1,express final furiously unusual special
2735,541,F,3741.93,1995-04-04,3-MEDIUM,Clerk#000000277,1,final blithely pending furiously special
2736,975,F,6028.22,1996-10-11,5-LOW,Clerk#000000047,1,final regular pending blithely special express regular
2737,170,P,8622.9,1997-08-31,5-LOW,Clerk#000000786,1,special regular silent
2738,740,F,5654.04,1996-09-08,1-URGENT,Clerk#000000417,0,special quickly regular unusual special
2739,383,P,11851.2,1996-07-17,1-URGENT,Clerk#000000725,1,pending silent quickly regular
2740,79,P,4376.36,1997-05-17,1-URGENT,Clerk#000000061,0,slyly pending furiously regular unusual
2741,890,P,10948.6,1993-11-24,2-HIGH,Clerk#000000925,0,furiously final pending
2742,272,P,6831.45,1995-03-17,4-NOT SPECIFIED,Clerk#000000742,0,slyly quickly final regular
2743,259,F,7058.75,1993-04-24,2-HIGH,Clerk#000000570,0,slyly silent unusual regular
2744,247,P,3969.93,1994-07-03,1-URGENT,Clerk#000000117,1,final final express blithely pending final
2745,361,F,6312.8,1995-05-25,3-MEDIUM,Clerk#000000248,0,special pending blithely special unusual
2746,708,P,8150.33,1993-01-22,4-NOT SPECIFIED,Clerk#000000382,1,final blithely blithely quickly regular
2747,636,O,9295.78,1998-05-12,3-MEDIUM,Clerk#000000982,0,pending pending pending slyly silent quickly final pending
2748,396,O,8078.77,1996-01-24,4-NOT SPECIFIED,Clerk#000000952,0,slyly quickly unusual
2749,807,P,7433.24,1998-04-05,2-HIGH,Clerk#000000182,0,special carefully quickly carefully blithely regular quickly regular
2750,62,P,9314.79,1996-11-05,2-HIGH,Clerk#000000412,1,regular regular regular furiously quickly express furiously
2751,216,O,9191.9,1995-12-23,1-URGENT,Clerk#000000230,0,blithely express regular
2752,866,O,2743.3,1998-01-06,4-NOT SPECIFIED,Clerk#000000433,1,slyly regular regular pending carefully
2753,539,O,6279.82,1997-08-01,1-URGENT,Clerk#000000518,1,pending special quickly special regular express carefully
2754,596,O,8031.11,1995-10-31,5-LOW,Clerk#000000449,0,express silent pending
2755,970,F,9906.66,1997-07-30,3-MEDIUM,Clerk#000000704,0,furiously quickly unusual silent slyly silent silent
2756,821,O,11982.19,1996-09-30,3-MEDIUM,Clerk#000000017,0,express unusual final final express silent carefully silent
2757,552,O,2078.97,1994-03-10,4-NOT SPECIFIED,Clerk#000000609,1,carefully silent final quickly special blithely carefully
2758,166,P,7357.65,1993-11-20,1-URGENT,Clerk#000000187,1,slyly regular regular silent slyly furiously quickly
2759,767,O,9365.43,1996-07-13,2-HIGH,Clerk#000000019,1,pending slyly slyly
2760,415,O,5157.55,1996-05-29,2-HIGH,Clerk#000000278,0,pending final silent
2761,5,P,8295.95,1993-11-13,2-HIGH,Clerk#000000217,1,quickly carefully carefully
2762,315,O,9769.4,1993-09-07,5-LOW,Clerk#000000811,1,silent silent quickly pending
2763,187,P,5824.21,1996-11-20,4-NOT SPECIFIED,Clerk#000000586,0,express unusual furiously regular carefully special
2764,623,P,12157.03,1995-02-28,4-NOT SPECIFIED,Clerk#000000762,1,furiously blithely unusual
2765,634,P,1676.85,1995-07-08,3-MEDIUM,Clerk#000001000,0,slyly express express
2766,457,P,5976.66,1995-01-21,5-LOW,Clerk#000000742,1,pending regular regular
2767,993,O,10743.7,1998-07-22,1-URGENT,Clerk#000000576,0,special special regular carefully express furiously special slyly
2768,710,P,7947.28,1994-03-14,1-URGENT,Clerk#000000327,1,pending regular furiously quickly blithely
2769,390,P,13993.59,1994-12-22,1-URGENT,Clerk#000000820,0,unusual special unusual pending blithely carefully furiously unusual
2770,283,F,9449.36,1993-03-03,3-MEDIUM,Clerk#000000123,1,regular quickly pending slyly express special regular
2771,453,P,11478.49,1995-12-28,3-MEDIUM,Clerk#000000340,1,pending slyly carefully express blithely pending
2772,822,F,4806.91,1994-05-12,3-MEDIUM,Clerk#000000461,1,silent regular silent express pending pending
2773,761,F,9109.83,1998-12-17,4-NOT SPECIFIED,Clerk#000000207,1,special pending final
2774,528,O,8221.4,1995-06-29,3-MEDIUM,Clerk#000000110,1,blithely slyly express express
2775,67,O,6740.14,1996-08-27,5-LOW,Clerk#000000843,1,regular carefully special express carefully unusual
2776,246,P,5878.53,1995-08-12,5-LOW,Clerk#000000359,0,express blithely silent slyly carefully regular carefully slyly
2777,540,O,3509.01,1994-07-27,5-LOW,Clerk#000000522,0,regular silent slyly
2778,234,F,3391.62,1993-10-15,2-HIGH,Clerk#000000991,1,slyly regular regular quickly blithely slyly
2779,703,P,9677.6,1995-09-27,2-HIGH,Clerk#000000682,1,final pending blithely final
2780,888,F,10320.37,1998-12-16,1-URGENT,Clerk#000000297,1,blithely slyly slyly furiously slyly
2781,711,P,9174.2,1994-02-10,4-NOT SPECIFIED,Clerk#000000086,1,slyly furiously blithely blithely
2782,14,F,4794.65,1993-03-10,2-HIGH,Clerk#000000834,1,furiously regular unusual slyly carefully silent special
2783,374,F,5409.37,1994-12-07,2-HIGH,Clerk#000000291,1,blithely furiously express express
2784,177,P,10305.61,1995-11-25,1-URGENT,Clerk#000000866,1,furiously silent quickly
